customer_id,age,gender,city,tenure_months,plan_type,monthly_charges,contract_type,payment_method,monthly_usage,login_frequency,support_tickets,avg_session_duration,churn
CUST_0035,33,Female,Los Angeles,47,Standard,106.3,Month-to-Month,Electronic Check,276.4,25,0,46.2,0
CUST_0036,32,Female,Chicago,15,Premium,108.61,Month-to-Month,Electronic Check,394.3,14,3,12.5,0
CUST_0037,64,Male,Miami,70,Premium,39.67,Month-to-Month,Electronic Check,268.4,9,1,8.7,0
CUST_0038,68,Female,Los Angeles,47,Standard,93.74,Month-to-Month,Electronic Check,117.2,2,0,58.7,1
CUST_0039,61,Male,Houston,9,Premium,48.65,One Year,Electronic Check,341.7,25,2,57.6,0
CUST_0040,69,Female,Los Angeles,16,Basic,100.26,One Year,Mailed Check,127.6,23,0,8.3,0
CUST_0041,20,Male,Miami,69,Basic,119.72,Month-to-Month,Bank Transfer,442.6,5,2,29.4,1
CUST_0042,54,Male,Miami,61,Basic,23.0,Month-to-Month,Mailed Check,325.9,23,1,15.2,0
CUST_0043,68,Female,Houston,10,Premium,109.74,Month-to-Month,Mailed Check,120.7,29,1,31.7,1
CUST_0044,24,Female,Los Angeles,50,Basic,82.26,Month-to-Month,Credit Card,483.1,25,0,50.7,1
CUST_0045,38,Female,Miami,3,Premium,117.34,One Year,Mailed Check,283.3,8,1,57.3,0
CUST_0046,26,Female,Chicago,70,Basic,66.5,Month-to-Month,Electronic Check,82.8,16,2,39.9,0
CUST_0047,56,Female,New York,51,Standard,104.74,One Year,Electronic Check,332.1,22,1,24.5,0
CUST_0048,35,Male,New York,19,Premium,26.24,Two Year,Credit Card,163.9,16,4,38.2,0
CUST_0049,21,Female,New York,42,Premium,53.53,Month-to-Month,Credit Card,411.7,13,0,22.2,1
CUST_0050,42,Male,Los Angeles,35,Basic,26.7,Month-to-Month,Credit Card,418.0,20,3,55.0,0
CUST_0051,31,Male,Houston,46,Premium,117.53,Month-to-Month,Credit Card,490.5,29,3,52.9,0
CUST_0052,67,Female,Miami,26,Premium,101.7,One Year,Credit Card,275.8,15,1,35.7,0
CUST_0053,26,Male,Chicago,69,Standard,105.25,One Year,Mailed Check,254.7,1,2,22.9,0
CUST_0054,43,Male,Chicago,64,Standard,113.8,Month-to-Month,Credit Card,389.1,22,1,21.1,0
CUST_0055,19,Male,Los Angeles,37,Basic,28.51,One Year,Mailed Check,109.6,3,0,6.8,1
CUST_0056,37,Male,New York,49,Standard,58.56,Two Year,Bank Transfer,296.1,6,0,49.9,0
CUST_0057,45,Female,Los Angeles,21,Basic,27.1,Month-to-Month,Credit Card,295.8,22,1,29.8,0
CUST_0058,64,Male,Houston,64,Basic,41.08,Month-to-Month,Credit Card,90.3,14,1,22.9,0
CUST_0059,24,Female,Houston,5,Basic,42.94,Two Year,Mailed Check,238.1,4,0,30.9,1
CUST_0060,61,Female,Miami,70,Premium,66.91,One Year,Bank Transfer,434.0,18,2,50.0,0
CUST_0061,25,Male,Miami,4,Standard,46.86,Two Year,Mailed Check,435.3,15,1,11.9,1
CUST_0062,64,Female,Houston,39,Basic,30.1,One Year,Mailed Check,94.7,9,0,52.2,0
CUST_0063,52,Female,Houston,35,Standard,36.75,Two Year,Credit Card,90.8,18,0,54.4,1
CUST_0064,31,Female,Houston,1,Basic,34.73,Month-to-Month,Electronic Check,168.2,3,0,57.1,0
CUST_0065,34,Male,Los Angeles,24,Standard,117.31,One Year,Electronic Check,443.6,10,4,26.9,0
CUST_0066,53,Female,Houston,57,Standard,95.93,Two Year,Mailed Check,108.0,17,2,16.9,0
CUST_0067,67,Female,Chicago,70,Basic,116.78,One Year,Credit Card,374.0,7,3,25.6,0
CUST_0068,57,Female,New York,41,Premium,63.97,Month-to-Month,Bank Transfer,95.5,15,1,23.3,0
CUST_0069,21,Male,Houston,54,Standard,47.84,Month-to-Month,Electronic Check,330.4,1,2,14.7,0
CUST_0070,19,Female,New York,46,Premium,99.83,Month-to-Month,Bank Transfer,210.2,27,3,38.4,0
CUST_0071,23,Male,Los Angeles,60,Premium,52.63,Month-to-Month,Electronic Check,405.0,25,3,31.2,0
CUST_0072,59,Male,New York,60,Basic,49.94,Month-to-Month,Credit Card,155.2,27,0,52.6,1
CUST_0073,21,Male,Los Angeles,57,Basic,43.25,One Year,Mailed Check,337.6,11,0,6.8,0
CUST_0074,46,Male,Chicago,31,Basic,32.97,One Year,Bank Transfer,156.1,17,3,40.4,1
CUST_0075,35,Male,Los Angeles,24,Standard,45.65,Month-to-Month,Bank Transfer,371.1,5,0,47.0,0
CUST_0076,43,Male,Los Angeles,36,Basic,55.53,One Year,Mailed Check,443.2,7,2,46.8,0
CUST_0077,61,Female,Miami,30,Basic,87.4,Month-to-Month,Bank Transfer,107.1,19,2,53.7,0
CUST_0078,51,Male,Houston,24,Standard,26.26,Month-to-Month,Electronic Check,440.0,25,2,45.1,0
CUST_0079,27,Female,Houston,30,Standard,41.05,Month-to-Month,Mailed Check,317.1,24,3,56.0,1
CUST_0080,53,Female,Chicago,7,Basic,100.9,One Year,Electronic Check,107.2,29,1,23.3,0
CUST_0081,31,Male,Chicago,35,Basic,34.69,Month-to-Month,Electronic Check,242.4,15,3,32.7,1
CUST_0082,48,Female,Houston,55,Basic,54.26,Month-to-Month,Credit Card,122.4,3,0,5.8,1
CUST_0083,65,Female,Miami,14,Basic,106.47,Month-to-Month,Electronic Check,365.2,15,0,5.4,0
CUST_0084,32,Female,Houston,10,Premium,35.49,Two Year,Credit Card,391.5,5,3,18.2,1
CUST_0085,25,Female,Miami,16,Premium,28.27,Month-to-Month,Bank Transfer,97.6,23,0,10.5,0
CUST_0086,31,Male,Chicago,54,Basic,68.45,One Year,Bank Transfer,277.8,12,1,19.3,1
CUST_0087,40,Female,New York,70,Premium,50.24,One Year,Credit Card,416.6,20,1,14.7,0
CUST_0088,57,Male,Chicago,44,Standard,76.34,One Year,Electronic Check,471.3,5,1,6.6,0
CUST_0089,38,Female,Chicago,45,Premium,100.38,Two Year,Mailed Check,281.1,3,3,55.0,1
CUST_0090,33,Female,Los Angeles,56,Premium,33.71,Month-to-Month,Mailed Check,477.6,9,1,5.5,0
CUST_0091,62,Male,Los Angeles,57,Basic,78.07,Month-to-Month,Credit Card,291.1,26,2,45.5,0
CUST_0092,35,Female,Los Angeles,21,Premium,70.55,Two Year,Bank Transfer,227.4,9,0,13.4,0
CUST_0093,64,Female,Los Angeles,68,Premium,34.41,Month-to-Month,Bank Transfer,431.7,7,2,55.2,0
CUST_0094,41,Female,Miami,50,Premium,82.4,One Year,Mailed Check,271.8,26,1,54.1,0
CUST_0095,43,Male,Houston,33,Premium,47.36,One Year,Credit Card,262.4,2,0,41.0,1
CUST_0096,42,Female,New York,7,Standard,68.78,One Year,Mailed Check,270.6,23,1,42.0,0
CUST_0097,62,Male,Chicago,70,Basic,28.23,Two Year,Electronic Check,431.1,23,2,5.3,0
CUST_0098,58,Female,Miami,15,Basic,65.96,Two Year,Electronic Check,424.4,27,1,59.2,0
CUST_0099,46,Male,New York,32,Standard,50.65,One Year,Credit Card,231.6,21,1,53.3,0
CUST_0100,32,Male,Miami,20,Premium,102.24,Month-to-Month,Credit Card,200.0,16,1,54.2,0
CUST_0101,62,Female,Miami,15,Standard,25.7,Two Year,Electronic Check,271.4,9,2,41.3,1
CUST_0102,18,Female,Chicago,48,Premium,61.86,Month-to-Month,Bank Transfer,307.7,13,2,24.0,1
CUST_0103,42,Male,Houston,71,Standard,65.84,Month-to-Month,Credit Card,157.3,28,0,54.2,0
CUST_0104,24,Male,Los Angeles,21,Basic,92.5,Two Year,Electronic Check,407.3,27,1,21.0,0
CUST_0105,26,Female,Houston,42,Basic,77.43,Month-to-Month,Electronic Check,268.9,19,1,35.9,1
CUST_0106,41,Male,Chicago,26,Basic,86.72,Month-to-Month,Bank Transfer,200.3,20,1,10.5,1
CUST_0107,18,Female,Chicago,14,Premium,97.7,Month-to-Month,Bank Transfer,98.1,17,2,55.7,0
CUST_0108,61,Female,Chicago,57,Premium,106.22,Two Year,Bank Transfer,157.5,6,1,12.7,0
CUST_0109,25,Female,New York,37,Standard,51.39,One Year,Bank Transfer,477.2,4,2,17.4,1
CUST_0110,41,Female,Houston,58,Standard,73.8,One Year,Mailed Check,187.3,1,1,35.7,0
CUST_0111,28,Male,Houston,21,Basic,104.01,Month-to-Month,Bank Transfer,126.0,18,1,47.0,0
CUST_0112,68,Female,Miami,69,Premium,118.95,One Year,Mailed Check,257.3,19,3,39.1,0
CUST_0113,34,Male,Miami,3,Standard,108.95,One Year,Credit Card,188.2,9,1,17.8,0
CUST_0114,25,Female,Miami,37,Premium,57.15,Month-to-Month,Electronic Check,65.8,13,0,5.1,0
CUST_0115,52,Male,Chicago,49,Premium,39.52,Month-to-Month,Mailed Check,195.4,8,3,46.6,0
CUST_0116,52,Female,Houston,19,Basic,68.94,Month-to-Month,Credit Card,294.8,23,1,59.2,0
CUST_0117,50,Male,Chicago,12,Basic,94.16,Two Year,Credit Card,298.3,13,1,49.5,0
CUST_0118,22,Male,New York,61,Premium,69.26,One Year,Mailed Check,210.5,15,2,30.3,0
CUST_0119,59,Female,Miami,41,Premium,68.32,Two Year,Credit Card,251.3,11,1,54.7,0
CUST_0120,56,Female,Chicago,33,Premium,103.82,Month-to-Month,Credit Card,484.5,12,2,27.5,1
CUST_0121,58,Female,Chicago,50,Premium,56.14,One Year,Mailed Check,219.8,14,2,33.9,1
CUST_0122,45,Female,New York,68,Basic,105.98,One Year,Credit Card,166.2,4,0,31.2,0
CUST_0123,24,Male,Los Angeles,71,Standard,60.68,One Year,Bank Transfer,159.6,1,1,29.6,0
CUST_0124,26,Female,Houston,33,Basic,52.82,Two Year,Bank Transfer,256.0,24,1,47.6,1
CUST_0125,25,Male,Los Angeles,24,Standard,65.4,Month-to-Month,Electronic Check,391.8,4,0,34.0,0
CUST_0126,29,Male,Miami,61,Premium,96.24,Month-to-Month,Credit Card,142.7,19,0,22.4,0
CUST_0127,51,Female,Chicago,61,Standard,32.6,One Year,Electronic Check,369.2,9,2,19.2,1
CUST_0128,50,Male,New York,28,Basic,39.64,One Year,Bank Transfer,59.5,10,0,7.1,0
CUST_0129,65,Male,New York,58,Basic,115.14,One Year,Bank Transfer,238.5,4,2,37.1,1
CUST_0130,40,Male,Houston,43,Premium,37.55,Month-to-Month,Bank Transfer,399.1,20,0,17.6,1
CUST_0131,41,Male,Los Angeles,41,Basic,76.77,One Year,Credit Card,202.4,9,0,13.1,0
CUST_0132,54,Female,Houston,39,Premium,77.93,Month-to-Month,Credit Card,303.7,13,0,41.0,0
CUST_0133,52,Female,Chicago,49,Basic,68.96,Month-to-Month,Bank Transfer,142.2,12,0,42.5,0
CUST_0134,61,Female,Houston,17,Basic,84.47,One Year,Electronic Check,383.9,11,1,46.4,0
CUST_0135,57,Female,New York,70,Premium,42.98,One Year,Electronic Check,73.5,12,1,32.7,0
CUST_0136,39,Male,New York,70,Standard,75.27,Month-to-Month,Mailed Check,433.6,18,3,54.2,0
CUST_0137,44,Male,Miami,65,Basic,57.22,Month-to-Month,Bank Transfer,139.2,12,1,56.5,0
CUST_0138,52,Female,Miami,5,Standard,86.17,Month-to-Month,Electronic Check,443.5,16,4,49.4,1
CUST_0139,18,Female,Chicago,2,Basic,34.12,Month-to-Month,Bank Transfer,208.6,5,1,40.0,0
CUST_0140,52,Female,Los Angeles,22,Basic,77.09,One Year,Electronic Check,375.2,20,0,21.7,0
CUST_0141,54,Male,Houston,57,Basic,38.53,Two Year,Mailed Check,193.7,25,1,59.1,0
CUST_0142,64,Female,Chicago,66,Basic,47.86,Month-to-Month,Mailed Check,457.7,12,1,20.1,0
CUST_0143,31,Female,Miami,16,Standard,41.87,One Year,Bank Transfer,107.0,21,2,16.1,0
CUST_0144,20,Female,Houston,51,Standard,38.28,Two Year,Electronic Check,130.3,25,2,29.3,0
CUST_0145,18,Male,Miami,39,Basic,102.57,Two Year,Credit Card,271.9,11,1,8.1,0
CUST_0146,22,Male,Houston,40,Basic,48.57,Month-to-Month,Mailed Check,86.9,9,3,58.8,1
CUST_0147,43,Male,Los Angeles,38,Standard,112.71,Two Year,Bank Transfer,138.2,18,1,37.4,1
CUST_0148,31,Male,Chicago,60,Premium,116.99,Month-to-Month,Bank Transfer,474.7,25,0,35.6,0
CUST_0149,56,Male,Houston,59,Premium,77.13,Month-to-Month,Electronic Check,489.4,3,1,41.1,0
CUST_0150,44,Male,New York,10,Standard,34.3,Month-to-Month,Bank Transfer,219.3,20,2,32.3,0
CUST_0151,26,Male,New York,64,Basic,57.45,Month-to-Month,Mailed Check,465.5,17,1,6.8,0
CUST_0152,32,Male,Houston,63,Basic,99.77,Month-to-Month,Bank Transfer,295.2,14,1,38.7,0
CUST_0153,32,Female,Houston,49,Premium,56.74,Month-to-Month,Bank Transfer,171.4,1,0,44.4,1
CUST_0154,43,Female,Houston,64,Premium,28.7,Month-to-Month,Credit Card,366.1,17,0,27.9,0
CUST_0155,59,Male,New York,32,Standard,75.68,Two Year,Credit Card,346.5,25,0,46.7,0
CUST_0156,30,Male,New York,7,Premium,104.51,Two Year,Mailed Check,495.1,27,0,17.5,0
CUST_0157,68,Female,Houston,21,Standard,99.59,Month-to-Month,Electronic Check,169.3,8,1,17.2,1
CUST_0158,49,Male,Miami,20,Premium,37.51,Two Year,Credit Card,352.4,5,1,13.9,1
CUST_0159,56,Male,Miami,26,Premium,87.28,Two Year,Electronic Check,73.4,5,1,25.5,0
CUST_0160,66,Male,Los Angeles,68,Premium,42.05,One Year,Mailed Check,101.1,9,0,51.6,0
CUST_0161,69,Female,Chicago,15,Basic,41.82,Month-to-Month,Credit Card,51.8,3,1,50.5,0
CUST_0162,49,Female,Miami,14,Basic,107.41,One Year,Electronic Check,499.8,19,4,26.1,0
CUST_0163,21,Female,New York,27,Basic,44.97,Two Year,Credit Card,411.0,23,2,37.4,0
CUST_0164,47,Female,Miami,40,Premium,46.32,One Year,Mailed Check,404.0,9,0,44.6,1
CUST_0165,54,Female,Los Angeles,58,Standard,20.07,Month-to-Month,Mailed Check,279.4,22,2,18.3,1
CUST_0166,40,Male,Los Angeles,28,Standard,107.07,One Year,Credit Card,185.0,18,0,14.2,1
CUST_0167,56,Female,Chicago,26,Standard,99.26,One Year,Electronic Check,118.1,16,1,58.5,0
CUST_0168,62,Male,Miami,63,Standard,82.73,One Year,Bank Transfer,178.1,1,1,39.0,1
CUST_0169,32,Male,New York,66,Basic,95.03,Month-to-Month,Bank Transfer,219.2,2,1,59.0,1
CUST_0170,60,Female,New York,25,Basic,35.2,Month-to-Month,Credit Card,390.3,14,2,23.6,0
CUST_0171,46,Female,Houston,3,Premium,65.83,Two Year,Electronic Check,292.8,14,3,43.7,1
CUST_0172,53,Male,New York,44,Premium,55.12,Two Year,Bank Transfer,84.9,1,2,17.2,0
CUST_0173,30,Male,Chicago,42,Standard,29.38,Month-to-Month,Mailed Check,58.1,26,0,19.4,1
CUST_0174,49,Male,Chicago,6,Basic,68.61,Two Year,Electronic Check,96.0,26,1,33.2,0
CUST_0175,24,Female,New York,39,Standard,112.07,Month-to-Month,Bank Transfer,234.7,25,0,22.6,0
CUST_0176,68,Female,New York,52,Premium,24.01,One Year,Electronic Check,469.9,16,1,14.2,0
CUST_0177,39,Female,Houston,23,Premium,49.15,One Year,Credit Card,336.8,15,2,19.5,0
CUST_0178,45,Female,New York,50,Standard,40.75,Two Year,Electronic Check,410.8,26,2,7.0,0
CUST_0179,19,Female,Houston,43,Premium,43.81,Two Year,Bank Transfer,259.9,15,0,43.7,0
CUST_0180,59,Male,Houston,19,Standard,110.84,Month-to-Month,Credit Card,212.7,12,0,32.1,0
CUST_0181,62,Female,New York,69,Basic,66.81,Two Year,Electronic Check,98.8,16,1,10.2,0
CUST_0182,23,Male,Los Angeles,51,Standard,66.63,Month-to-Month,Mailed Check,444.2,14,0,14.4,1
CUST_0183,45,Male,Los Angeles,11,Basic,96.06,One Year,Bank Transfer,402.4,29,0,10.6,1
CUST_0184,45,Male,Houston,12,Basic,35.45,One Year,Credit Card,125.7,24,2,38.7,0
CUST_0185,61,Female,New York,8,Premium,68.73,One Year,Electronic Check,280.5,15,0,10.2,1
CUST_0186,61,Female,Los Angeles,24,Premium,63.0,Month-to-Month,Mailed Check,269.3,23,0,46.5,0
CUST_0187,37,Female,New York,41,Premium,79.69,Two Year,Bank Transfer,331.3,15,2,6.1,1
CUST_0188,47,Male,New York,36,Standard,119.96,Month-to-Month,Mailed Check,475.8,19,2,18.7,0
CUST_0189,28,Male,New York,55,Standard,96.94,Month-to-Month,Electronic Check,310.9,8,3,54.0,0
CUST_0190,45,Male,Miami,9,Premium,59.79,One Year,Electronic Check,293.1,2,1,44.5,0
CUST_0191,42,Male,New York,47,Standard,102.76,Month-to-Month,Credit Card,72.6,2,2,9.0,0
CUST_0192,56,Male,Miami,15,Premium,37.07,Two Year,Mailed Check,78.3,27,1,50.2,0
CUST_0193,50,Male,Houston,48,Standard,23.05,Month-to-Month,Credit Card,134.3,10,2,32.1,1
CUST_0194,18,Female,Los Angeles,42,Basic,40.44,Month-to-Month,Bank Transfer,64.6,3,1,51.6,0
CUST_0195,44,Female,Los Angeles,60,Basic,54.04,Two Year,Credit Card,384.5,23,3,38.0,0
CUST_0196,69,Female,Los Angeles,70,Premium,71.06,One Year,Bank Transfer,375.5,17,1,42.5,1
CUST_0197,30,Female,Los Angeles,12,Standard,81.51,Month-to-Month,Electronic Check,111.2,8,1,59.6,1
CUST_0198,58,Male,Los Angeles,2,Standard,111.06,One Year,Electronic Check,426.2,28,4,17.8,0
CUST_0199,20,Male,Los Angeles,7,Basic,70.99,One Year,Mailed Check,119.7,23,0,39.3,0
CUST_0200,56,Female,Los Angeles,3,Basic,70.13,One Year,Bank Transfer,185.5,4,2,30.3,0
CUST_0201,23,Male,Houston,3,Premium,25.02,Month-to-Month,Electronic Check,162.0,14,2,7.2,0
CUST_0202,25,Female,New York,27,Basic,23.49,Two Year,Mailed Check,217.5,21,1,5.8,0
CUST_0203,44,Female,Chicago,40,Premium,75.12,Two Year,Mailed Check,164.6,10,4,11.6,0
CUST_0204,26,Female,Miami,33,Basic,63.82,One Year,Credit Card,270.0,29,2,40.7,1
CUST_0205,54,Male,Chicago,1,Basic,103.92,Month-to-Month,Mailed Check,233.3,1,4,36.2,0
CUST_0206,50,Female,Chicago,8,Standard,36.07,Two Year,Electronic Check,494.0,4,0,35.4,1
CUST_0207,68,Female,New York,32,Basic,22.5,One Year,Credit Card,75.2,1,1,6.8,1
CUST_0208,59,Female,New York,48,Basic,64.9,One Year,Bank Transfer,114.0,17,3,30.8,1
CUST_0209,61,Male,New York,4,Premium,43.75,Month-to-Month,Bank Transfer,73.8,26,3,55.9,0
CUST_0210,41,Male,Los Angeles,70,Basic,24.96,Two Year,Electronic Check,331.6,17,1,26.9,1
CUST_0211,32,Female,Houston,19,Premium,92.46,One Year,Electronic Check,74.5,7,0,39.4,0
CUST_0212,49,Male,Los Angeles,32,Basic,31.16,Month-to-Month,Credit Card,426.4,23,1,47.9,0
CUST_0213,49,Male,Houston,9,Basic,80.83,Month-to-Month,Credit Card,280.4,20,2,48.1,0
CUST_0214,41,Male,Houston,12,Premium,48.1,Two Year,Electronic Check,287.2,15,2,33.6,0
CUST_0215,58,Male,Chicago,11,Standard,37.35,Month-to-Month,Electronic Check,302.7,13,2,52.2,1
CUST_0216,69,Male,Chicago,46,Premium,57.98,Two Year,Bank Transfer,126.9,28,1,26.5,1
CUST_0217,66,Male,Houston,16,Premium,100.14,One Year,Bank Transfer,139.0,2,1,53.9,0
CUST_0218,66,Male,Houston,1,Premium,59.21,One Year,Bank Transfer,193.5,28,3,18.2,0
CUST_0219,69,Male,Los Angeles,63,Standard,95.08,Month-to-Month,Electronic Check,317.1,19,3,20.4,0
CUST_0220,29,Male,Los Angeles,21,Basic,32.55,Month-to-Month,Mailed Check,144.6,24,2,7.9,0
CUST_0221,56,Male,Chicago,30,Premium,97.28,Two Year,Electronic Check,102.3,13,3,48.8,1
CUST_0222,19,Female,New York,13,Premium,43.69,Month-to-Month,Electronic Check,486.6,24,2,27.9,0
CUST_0223,20,Female,Houston,34,Standard,87.74,One Year,Bank Transfer,59.9,11,2,17.6,1
CUST_0224,66,Male,Los Angeles,4,Premium,76.58,Month-to-Month,Electronic Check,411.2,27,1,17.7,0
CUST_0225,54,Female,Chicago,28,Basic,112.91,Month-to-Month,Credit Card,404.6,22,0,54.6,0
CUST_0226,66,Female,Los Angeles,59,Standard,58.73,Month-to-Month,Electronic Check,183.7,15,1,50.9,0
CUST_0227,34,Male,Houston,27,Basic,26.62,One Year,Electronic Check,111.0,10,2,35.4,0
CUST_0228,66,Male,Houston,69,Basic,21.92,Two Year,Electronic Check,115.5,9,3,38.9,0
CUST_0229,19,Male,Miami,25,Standard,102.69,Month-to-Month,Electronic Check,363.8,27,2,31.1,1
CUST_0230,19,Female,New York,3,Premium,72.47,Month-to-Month,Mailed Check,339.3,28,1,26.5,1
CUST_0231,45,Female,Miami,68,Basic,97.52,Month-to-Month,Electronic Check,402.2,9,1,55.4,0
CUST_0232,40,Male,Chicago,25,Basic,43.44,One Year,Credit Card,471.9,20,0,11.9,0
CUST_0233,54,Male,Los Angeles,20,Basic,54.51,Month-to-Month,Credit Card,361.4,28,0,28.0,0
CUST_0234,49,Male,Chicago,34,Basic,23.01,Two Year,Electronic Check,120.1,1,3,24.0,0
CUST_0235,50,Female,Houston,26,Standard,116.15,One Year,Bank Transfer,159.5,17,1,32.4,0
CUST_0236,18,Female,Miami,5,Standard,86.79,One Year,Mailed Check,429.0,12,2,30.2,0
CUST_0237,36,Female,Miami,61,Basic,113.32,Month-to-Month,Electronic Check,144.2,10,2,33.5,1
CUST_0238,19,Female,Miami,9,Premium,46.55,Two Year,Electronic Check,82.6,5,1,12.7,0
CUST_0239,61,Male,Chicago,50,Basic,81.15,Month-to-Month,Electronic Check,366.5,29,1,33.2,1
CUST_0240,43,Male,Houston,6,Premium,87.85,Month-to-Month,Bank Transfer,231.1,18,2,18.3,0
CUST_0241,49,Male,Los Angeles,60,Basic,51.75,One Year,Bank Transfer,464.0,15,2,15.1,1
CUST_0242,23,Male,Los Angeles,44,Premium,104.81,One Year,Bank Transfer,342.6,6,1,8.6,0
CUST_0243,49,Female,Chicago,11,Basic,114.72,Month-to-Month,Mailed Check,90.7,7,2,46.9,0
CUST_0244,21,Female,Miami,66,Premium,108.49,Month-to-Month,Credit Card,476.5,17,1,28.5,1
CUST_0245,28,Male,New York,47,Basic,93.91,One Year,Mailed Check,166.4,6,0,39.5,0
CUST_0246,34,Male,Chicago,3,Basic,47.75,Month-to-Month,Bank Transfer,201.7,8,0,45.0,0
CUST_0247,55,Female,Chicago,30,Premium,48.16,Two Year,Credit Card,231.0,12,0,42.4,0
CUST_0248,41,Male,Houston,21,Standard,116.34,One Year,Credit Card,73.1,21,4,30.9,1
CUST_0249,22,Female,Los Angeles,28,Premium,21.03,Month-to-Month,Bank Transfer,273.4,14,3,26.3,1
CUST_0250,69,Male,Chicago,62,Standard,91.6,Month-to-Month,Bank Transfer,105.5,12,3,25.7,0
CUST_0251,51,Male,Chicago,33,Basic,90.62,Month-to-Month,Mailed Check,230.4,23,0,40.2,0
CUST_0252,23,Male,Miami,35,Premium,82.27,One Year,Bank Transfer,207.8,10,2,32.2,1
CUST_0253,39,Male,Miami,52,Premium,119.01,One Year,Credit Card,397.8,22,2,51.7,0
CUST_0254,28,Male,New York,34,Premium,51.19,Month-to-Month,Electronic Check,411.4,20,2,53.1,0
CUST_0255,65,Male,Houston,41,Standard,54.0,One Year,Bank Transfer,119.0,15,3,14.4,0
CUST_0256,33,Male,New York,51,Standard,27.89,Two Year,Bank Transfer,214.9,7,2,12.5,0
CUST_0257,50,Female,Miami,47,Basic,64.28,Month-to-Month,Mailed Check,218.0,26,1,39.7,0
CUST_0258,26,Female,Los Angeles,58,Standard,46.1,Two Year,Mailed Check,118.1,9,1,21.6,0
