age,tenure_months,monthly_charges,monthly_usage,login_frequency,support_tickets,avg_session_duration,support_ticket_rate,clv_proxy,usage_to_cost_ratio,engagement_intensity,gender_Female,gender_Male,city_Chicago,city_Houston,city_Los Angeles,city_Miami,city_New York,plan_type_Basic,plan_type_Premium,plan_type_Standard,contract_type_Month-to-Month,contract_type_One Year,contract_type_Two Year,payment_method_Bank Transfer,payment_method_Credit Card,payment_method_Electronic Check,payment_method_Mailed Check,tenure_cohort_0-12m,tenure_cohort_13-24m,tenure_cohort_25-48m,tenure_cohort_49m+
0.24,-0.20588235294117646,-0.5662141779788835,-0.8750922314746497,-0.3333333333333333,-1.0,-0.928832116788321,-0.5875032215183863,-0.37600701659861535,-0.585306924496745,-0.46393638783280977,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.76,-0.38235294117647056,0.4763197586727001,0.21608516917887638,0.9333333333333333,2.0,0.10401459854014604,1.5153005167993705,-0.00476067578975276,-0.1054922842075561,-0.26038084356152447,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.0,-0.29411764705882354,-0.7234791352438408,-0.7469168335617161,-0.26666666666666666,1.0,0.2281021897810219,0.6461416382946977,-0.5053246564961632,-0.2641456029835739,-0.3739123375190378,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.2,0.4411764705882353,-0.5056812468577171,0.3573310846421419,0.7333333333333333,0.0,-0.7864963503649635,-0.2790920065651153,0.044569385050244256,1.051114476885993,-0.15690297036342343,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.96,-0.20588235294117646,0.7053795877325292,-0.28185938652893444,-0.9333333333333333,0.0,0.9178832116788324,-0.03676890910183097,0.35215633935906726,-0.47735165131532137,7.403502855846213,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.0,-0.9411764705882353,0.09401709401709422,0.30462738484241597,0.8666666666666667,0.0,-0.2208029197080291,4.552683694369464,-0.7430869949236595,0.1861372291245108,-0.21412819563141838,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.04,-0.6470588235294118,-0.8801407742584209,0.8540107515547593,-0.6666666666666666,-1.0,-0.3156934306569343,-0.5875032215183863,-0.7040227196311557,3.7900829158991676,3.0989909237061535,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.56,-0.17647058823529413,-0.19135243841126162,-0.5491725519131443,0.13333333333333333,0.0,0.8777372262773725,-0.05575974746102251,-0.13737685735760888,-0.380065686447248,-0.3790021130089299,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.48,0.7352941176470589,-0.06807440925087964,-0.44755981869927275,0.7333333333333333,0.0,-0.5748175182481751,-0.3304938757239938,0.7569639021501188,-0.34350060197308974,-0.45427830975919126,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.04,0.9705882352941176,0.5977878330819508,0.5698324022346368,-0.4,0.0,0.8339416058394161,-0.36073026934686353,1.8949031978785693,0.05089374916595625,1.1050512811554307,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.92,-0.17647058823529413,0.3655103066867774,0.5892273637609361,0.6,1.0,0.5529197080291973,0.4759837265963413,0.192892712053147,0.19825018474809789,-0.018418592823959024,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.84,-0.8823529411764706,0.7506284565108097,-0.306735532834405,0.06666666666666667,1.0,0.04927007299270079,5.580721077547035,-0.6163316885181344,-0.5010658714889508,-0.21307949302953066,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
-0.04,0.29411764705882354,1.041025641025641,0.7140297248866869,0.7333333333333333,1.0,0.695255474452555,0.09785503393332708,1.3803142457310724,-0.06411780840931101,-0.025116937294371755,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.52,-0.8235294117647058,0.704776269482152,-0.09296932644671661,-0.3333333333333333,-1.0,-0.39963503649635024,-0.5875032215183863,-0.5364263673575986,-0.371564681838744,0.2873686210230249,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
-0.16,0.6176470588235294,-0.16621417797888355,0.34468219669020767,0.6666666666666666,0.0,-0.7208029197080291,-0.3121360653101086,0.5386020887336502,0.4716564063907671,-0.13984244277273486,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.32,0.7647058823529411,0.9155354449472096,-0.5179719616317067,-0.3333333333333333,1.0,0.03467153284671543,-0.08191106585728627,2.0105413495024944,-0.6407246949717872,-0.12088768567599474,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,-0.5294117647058824,-0.4149824032176971,-0.15579213660798996,-0.9333333333333333,0.0,0.41423357664233584,0.3195885871677049,-0.5027664358989915,0.2339619050154487,8.614501225915726,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.12,0.3235294117647059,-0.766113624937154,0.3164330135975546,0.6,1.0,-0.3777372262773722,0.08295594142350718,-0.2706017473633773,1.844156561908273,-0.12760420394923408,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.2,0.7941176470588235,-0.17063851181498207,-0.8400969748076316,0.8666666666666667,0.0,-0.5711678832116788,-0.33878449978187747,0.6798964784366067,-0.6720964459603833,-0.6068492389590255,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.8,0.11764705882352941,0.8903971845148315,-0.13639717508169083,0.6666666666666666,-1.0,-0.3631386861313867,-0.5875032215183863,0.9651298492315571,-0.44143874550253137,-0.32469182608367986,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.6,0.7647058823529411,0.7025641025641027,0.8156424581005587,-0.9333333333333333,2.0,-0.13321167883211674,0.1708850119732637,1.744852455038348,0.13779950059550097,17.946073950464744,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.72,1.0294117647058822,-0.026043237807943435,-0.7768525350479604,0.06666666666666667,1.0,0.26824817518248184,-0.14691577158514202,1.0820471111540684,-0.6473673318811077,-0.49532514157206964,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.24,-0.2647058823529412,0.39105077928607346,0.5883841045641405,-0.5333333333333333,0.0,0.22445255474452577,0.005595268776365666,0.10039781975443964,0.18098818885972315,1.6476443821474511,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.52,-0.14705882352941177,-0.4169934640522872,0.7954042373774639,-0.9333333333333333,1.0,-0.3667883211678831,0.44053416165918374,-0.2518469468439186,1.399096343253343,17.75166618536997,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.2,-0.5,0.6223227752639517,-0.8101612733213872,-0.06666666666666667,2.0,-0.0018248175182480715,1.9825902364255386,-0.1015124142589951,-0.7653674696065091,-0.48823735846965605,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-1.04,-0.9411764705882353,0.3059829059829063,-0.1064614735954464,0.2,1.0,-0.6003649635036495,9.692870610257312,-0.7300820214055613,-0.24289222960338383,-0.16084928183436428,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
-0.96,-0.17647058823529413,0.6561085972850681,-0.9016548961737115,-0.9333333333333333,1.0,-0.5748175182481751,0.4759837265963413,0.36524357077418057,-0.8208522849759066,1.4497650498188446,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.08,-0.35294117647058826,0.2597285067873304,0.780225571835143,-0.7333333333333333,3.0,-0.114963503649635,2.094333430249188,-0.06901643204315244,0.4091599509266577,3.872774330401072,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.16,0.3235294117647059,0.8791352438411264,-0.5289343311900496,0.3333333333333333,0.0,0.998175182481752,-0.2522736400474396,1.2771875202431546,-0.641370136792538,-0.4181695598000823,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.4,-0.8235294117647058,0.5746606334841632,0.9020765257721092,0.26666666666666666,1.0,0.012773722627737278,3.8183712778140566,-0.5550536681366838,0.2611352418185226,0.32040941443277215,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
-0.16,-0.9705882352941176,-0.49100050276520824,0.13175924949931486,0.8666666666666667,0.0,-0.10401459854014591,7.12277715231339,-0.796821966148819,0.718351939911437,-0.2734341358761031,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.56,0.20588235294117646,-0.8433383609854195,-0.31558975440075904,0.9333333333333333,1.0,0.2937956204379564,0.14680919503702083,-0.3857957063434206,0.8531666435765833,-0.4364930503032676,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.96,0.5,-0.8805429864253389,0.8552756403499525,0.06666666666666667,0.0,-0.6697080291970803,-0.29095397637101034,-0.31900229396710295,3.797061043951374,0.4845608723366014,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.72,0.7941176470588235,-0.382202111613876,0.9341203752503426,0.2,0.0,0.1587591240875913,-0.33878449978187747,0.4116370246907362,1.479362366991592,0.3944728990150517,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.08,-0.08823529411764706,-0.34479638009049746,-0.14946769263202286,0.4,0.0,0.7572992700729927,-0.10561069815390037,-0.16588744446306666,0.15961006143386738,-0.2582460292280741,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.12,1.0294117647058822,-0.8614379084967316,0.2721619057657848,0.13333333333333333,0.0,-0.20620437956204377,-0.3672094965517642,-0.11390045354947957,2.27262885086514,0.08509877719280345,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.44,0.5882352941176471,0.2116641528406235,-0.6436175819542532,0.9333333333333333,1.0,0.48357664233576647,-0.026755557966984502,0.9391651440387189,-0.5950890192133461,-0.5451491144151441,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8,0.11764705882352941,-0.758069381598793,-0.7266786128386215,-0.4,-1.0,0.717153284671533,-0.5875032215183863,-0.34969271534346263,-0.1863174104657,-0.278753991220545,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.96,-0.7058823529411765,0.4304675716440425,-0.2287340571308106,-0.8666666666666667,3.0,0.8521897810218979,5.019973413995633,-0.42894819911757837,-0.37076224472491515,3.6044511129525594,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
-0.24,0.7058823529411765,-0.6730015082956257,0.03689258985980816,0.4666666666666667,3.0,0.5529197080291973,0.4579585240859222,0.0005490714625762707,0.9990341783040275,-0.1971780056147003,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-1.0,0.8823529411764706,0.44092508798391167,0.6891535785812164,0.8,-1.0,-0.906934306569343,-0.5875032215183863,1.5660525771913252,0.21434830082855694,-0.05914521953941453,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.12,-0.6764705882352942,-0.39607843137254867,0.08495836407715812,0.0,1.0,0.03832116788321183,1.9825902364255386,-0.5951091510882206,0.49873718798189837,0.07054996078538414,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
-0.8,0.47058823529411764,-0.9286073403720457,0.437862337936123,-0.6,4.0,-0.8631386861313869,0.924316459625099,-0.379009429839669,3.211225506579078,1.798753989242444,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.12,-0.3235294117647059,0.39386626445449985,-0.18193317170865397,0.2,2.0,-0.7937956204379562,1.3400668719395576,0.030017963068260746,-0.3279035594400048,-0.2011258905750634,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.72,1.0,0.24424333836098558,-0.5162854432381154,-0.13333333333333333,-1.0,0.22445255474452577,-0.5875032215183863,1.4361097772764617,-0.5106472086330752,-0.2544184038164097,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.56,-0.20588235294117646,-0.4650578179989941,-0.19669020765257725,-0.6666666666666666,0.0,0.5784671532846716,-0.03676890910183097,-0.3180810055205331,0.24725822844943018,1.080390296138779,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.84,-0.9411764705882353,-0.8602312719959776,-0.4429218931168969,-0.06666666666666667,1.0,-0.9251824817518248,9.692870610257312,-0.8016340531242064,0.6209502235523877,-0.23625943674711783,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.24,0.6176470588235294,0.5521367521367523,-0.13555391588489515,-0.7333333333333333,0.0,-0.6806569343065694,-0.3121360653101086,1.3613126715205683,-0.3512413068060176,1.6735364877664718,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.76,0.11764705882352941,-0.6667672197083958,0.030146516285443143,-0.4,2.0,0.20255474452554761,0.5986937590711177,-0.2768697991159332,0.9703959297214162,0.5290282734672196,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,-0.7647058823529411,-0.23197586726998468,0.051649625803731426,0.6,0.0,0.352189781021898,1.125892417110897,-0.6242531240006951,0.2546528637324507,-0.23358343700436981,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.48,-0.14705882352941177,0.5929612870789344,-0.694634763360388,-0.13333333333333333,2.0,0.593065693430657,0.9545528532479689,0.36780179137135244,-0.6942975045010606,-0.38620443688546136,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.12,-0.14705882352941177,0.11654097536450507,-0.6305470644039213,-0.6,1.0,-0.12226277372262767,0.44053416165918374,0.07549835432794806,-0.5621035994781975,0.08823566719331129,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
